iter	Logloss
188	0.4510708361
189	0.4508940496
190	0.4507272914
191	0.4505521327
192	0.4504485409
193	0.450272465
194	0.4501801547
195	0.4500258831
196	0.449909049
197	0.4498290109
198	0.4496765089
199	0.4495515425
200	0.4493842222
201	0.4492810098
202	0.4491824957
203	0.4490789523
204	0.448953601
205	0.4487198937
206	0.4485807166
207	0.4484278623
208	0.448248236
209	0.4481496908
210	0.4480432877
211	0.4479638074
212	0.4477867844
213	0.447665167
214	0.4475705915
215	0.4474881141
216	0.4473479758
217	0.4472128762
218	0.4470938483
219	0.446958405
220	0.4467932851
221	0.4466508657
222	0.4465425945
223	0.4462888259
224	0.4461212916
225	0.445991685
226	0.445877476
227	0.4457261269
228	0.4456098805
229	0.4454751407
230	0.4453395332
231	0.4451242922
232	0.4449717317
233	0.4448136905
234	0.4446958198
235	0.4445690889
236	0.4444822116
237	0.4444048459
238	0.4442593653
239	0.4441420204
240	0.4440536204
241	0.443883098
242	0.4437618274
243	0.4436510291
244	0.4434915965
245	0.4433619675
246	0.4432561018
247	0.4431525938
248	0.4430167954
249	0.4428897522
250	0.4427361162
251	0.4425046404
252	0.4424146291
253	0.4421928435
254	0.4420074159
255	0.4418416343
256	0.4417190022
257	0.441571917
258	0.4413320807
259	0.4412162142
260	0.4410244502
261	0.4409421821
262	0.4408148414
263	0.4407252866
264	0.4406334477
265	0.4404610695
266	0.4402581796
267	0.4400878166
268	0.4399452032
269	0.4398124524
270	0.4397015559
271	0.4395959569
272	0.4395422315
273	0.4393725572
274	0.439230145
275	0.4390809142
276	0.4389995814
277	0.4388498956
278	0.4386406491
279	0.4385063317
280	0.438380259
281	0.4382715726
282	0.4381010674
283	0.4379186365
284	0.4378129813
285	0.4376971434
286	0.4375159827
287	0.4373800322
288	0.4372011041
289	0.4370766589
290	0.436977801
291	0.4368609204
292	0.4367612688
293	0.4366450983
294	0.4364749573
295	0.4363445795
296	0.4361545112
297	0.4359955568
298	0.4358911055
299	0.4357718803
300	0.4356685731
301	0.4355983194
302	0.4353894135
303	0.4352879056
304	0.4351601139
305	0.4350654991
306	0.4349517698
307	0.4348461196
308	0.4347591754
309	0.4346640363
310	0.4345334938
311	0.4343489924
312	0.4342470744
313	0.4341209695
314	0.433963618
315	0.4338583489
316	0.4337572188
317	0.4336325096
318	0.433517078
319	0.4334077018
320	0.4332630687
321	0.4331481489
322	0.4330704552
323	0.4329349905
324	0.4327429537
325	0.4326466413
326	0.4325509443
327	0.4324522232
328	0.4323225475
329	0.4322042345
330	0.4320606267
331	0.4319026932
332	0.4317908073
333	0.4316833377
334	0.4315721648
335	0.4314798287
336	0.4313682527
337	0.4312488204
338	0.4311219157
339	0.4309760076
340	0.4308749665
341	0.4307469639
342	0.4306462455
343	0.4305025575
344	0.4303308394
345	0.4302033729
346	0.4300419872
347	0.4298497247
348	0.4296849709
349	0.4295792721
350	0.429523642
351	0.4294447583
352	0.4292886175
353	0.4292244386
354	0.4290631687
355	0.4289833586
356	0.4288642723
357	0.4287147502
358	0.4286445793
359	0.4285692054
360	0.4284633482
361	0.4283175062
362	0.4281739895
363	0.4280475048
364	0.4279204277
365	0.4278552248
366	0.4277314569
367	0.4276333219
368	0.4274984338
369	0.4273981434
370	0.4272703477
371	0.4271356666
372	0.4270802811
373	0.4269698142
374	0.426877855
375	0.4267415988
376	0.4265703204
377	0.4264555284
378	0.426334655
379	0.4261497509
380	0.4259986042
381	0.4258893351
382	0.4258163905
383	0.4257288904
384	0.4256529274
385	0.4255274406
386	0.4253715968
387	0.4252793153
388	0.4251745682
389	0.4250396193
390	0.4249108647
391	0.4248316481
392	0.42464384
393	0.4245932982
394	0.4244079213
395	0.4242099073
396	0.4240236919
397	0.4238838178
398	0.4237878954
399	0.4236197264
400	0.4234501888
401	0.4233211713
402	0.4231975316
403	0.4230980112
404	0.4230168131
405	0.4228935688
406	0.4227809239
407	0.422592776
408	0.422538111
409	0.4224391065
410	0.4222862408
411	0.4221730437
412	0.4220778306
413	0.4219471788
414	0.4218565418
415	0.4217016159
416	0.4215940998
417	0.421447372
418	0.4213289132
419	0.4212323151
420	0.4211267661
421	0.4210106613
422	0.4209482851
423	0.4208582208
424	0.4207489267
425	0.4207263301
426	0.4206468659
427	0.4205341861
428	0.4204759784
429	0.4203723874
430	0.4202720993
431	0.4201651952
432	0.4201023072
433	0.4199697158
434	0.4199141446
435	0.4197422143
436	0.4195912382
437	0.4194862657
438	0.4193503189
439	0.4192436635
440	0.4191848078
441	0.4190735839
442	0.4189210724
443	0.4188097433
444	0.4187197683
445	0.4185835763
446	0.4184689239
447	0.4183004622
448	0.4182433613
449	0.4181194045
450	0.4179653361
451	0.4177804653
452	0.4176816932
453	0.4176243935
454	0.4175059506
455	0.4174456254
456	0.4173523783
457	0.4172605624
458	0.4171182996
459	0.4170128582
460	0.4169199473
461	0.4167925377
462	0.4166800911
463	0.4165668839
464	0.4164425326
465	0.4163423441
466	0.4162071524
467	0.4161321458
468	0.4160191399
469	0.4158948826
470	0.415781832
471	0.4157101291
472	0.4155524349
473	0.4154547802
474	0.4153228264
475	0.4152264216
476	0.4151387302
477	0.4150569236
478	0.4149657501
479	0.4148424956
480	0.4147798717
481	0.4146593183
482	0.4145623405
483	0.4145189228
484	0.4144245789
485	0.4143299646
486	0.4142666608
487	0.4141360023
488	0.4140421211
489	0.4139131419
490	0.4137974188
491	0.4137426262
492	0.4136624213
493	0.41357505
494	0.4134672493
495	0.4134305757
496	0.4133103845
497	0.4131952289
498	0.4131265636
499	0.4130863845
500	0.4129920047
501	0.412919709
502	0.4128186079
503	0.4126973679
504	0.412639016
505	0.4125396524
506	0.4124471502
507	0.4123300777
508	0.4122354447
509	0.4121703185
510	0.4120247666
511	0.4119543446
512	0.411856979
513	0.4117401304
514	0.411601892
515	0.4115234305
516	0.4114200606
517	0.4113406473
518	0.411170509
519	0.4111040942
520	0.4109917349
521	0.4109172983
522	0.4108182324
523	0.4107470401
524	0.4106829208
525	0.4105629971
526	0.4103900376
527	0.4102599255
528	0.4100989931
529	0.4099773886
530	0.4098368065
531	0.4097658537
532	0.4096718187
533	0.4095472123
534	0.4094456357
535	0.4093047048
536	0.4091406999
537	0.4090275705
538	0.4089397389
539	0.4088412835
540	0.4087316367
541	0.4086255404
542	0.4084769585
543	0.4083892226
544	0.4082663144
545	0.4081696999
546	0.4080281004
547	0.4079165328
548	0.4077795519
549	0.4076569047
550	0.4075406207
551	0.4073933074
552	0.4072992093
553	0.4071914512
554	0.4071100036
555	0.4069619646
556	0.4068064848
557	0.4067271148
558	0.4066479485
559	0.4066125513
560	0.4064848581
561	0.4063904027
562	0.4062871362
563	0.4061529164
564	0.4060716813
565	0.4059804841
566	0.4058330681
567	0.4057286636
568	0.4056462715
569	0.4055534792
570	0.4054250624
571	0.4053161527
572	0.4052164364
573	0.4050960889
574	0.4049931956
575	0.4048621531
576	0.4047494195
577	0.4046490908
578	0.4045409773
579	0.4044562993
580	0.4043429852
581	0.4042290815
582	0.4041262249
583	0.4039881996
584	0.4039152857
585	0.4038321214
586	0.4037673031
587	0.4036646721
588	0.4035930169
589	0.403474015
590	0.4034196065
591	0.4033812149
592	0.4032913115
593	0.4031849798
594	0.4030764017
595	0.4030117726
596	0.4029825445
597	0.4028895694
598	0.4027604014
599	0.4026597328
600	0.4025615028
601	0.4024365131
602	0.4023675879
603	0.402286342
604	0.4021863193
605	0.402102592
606	0.4019990587
607	0.4018889731
608	0.4017612488
609	0.4016623216
610	0.4015938472
611	0.4014577611
612	0.4013723373
613	0.4012709917
614	0.401157892
615	0.4010747562
616	0.4009705216
617	0.4009212395
618	0.400822467
619	0.4007712914
620	0.4006113205
621	0.4005057151
622	0.4003903432
623	0.4003349977
624	0.4002326426
625	0.4001894478
626	0.400077361
627	0.3999436467
628	0.3998348613
629	0.3997442394
630	0.3995832306
631	0.3994141085
632	0.3993162786
633	0.3992080275
634	0.3990783357
635	0.3990270752
636	0.3988956874
637	0.3987884689
638	0.3986888987
639	0.3985620007
640	0.3985069157
641	0.398427162
642	0.3982899904
643	0.3981936758
644	0.3981066405
645	0.3979682398
646	0.3978898651
647	0.3978525739
648	0.3978052495
649	0.3977237216
650	0.3976608893
651	0.3975735291
652	0.3974912446
653	0.3974609126
654	0.397326481
655	0.3972518828
656	0.3971600723
657	0.3971213752
658	0.3970477681
659	0.396978798
660	0.3969200172
661	0.396762825
662	0.3966706369
663	0.3965823104
664	0.3965197091
665	0.3964312421
666	0.3963038878
667	0.3962156737
668	0.3961302267
669	0.3960914071
670	0.3960163108
671	0.3959252488
672	0.3958537522
673	0.3957201059
674	0.3956020695
675	0.3954645846
676	0.3953420193
677	0.3952835624
678	0.39517997
679	0.395099159
680	0.3949756434
681	0.3948966473
682	0.394754466
683	0.3946439061
684	0.3945489133
685	0.3944914891
686	0.3944041318
687	0.3943437533
688	0.3942728052
689	0.394196266
690	0.3940930593
691	0.3940416728
692	0.3939599064
693	0.3938896167
694	0.3938201818
695	0.3937456075
696	0.3936635023
697	0.3935690877
698	0.3935137032
699	0.3933816908
700	0.3932515947
701	0.3931179253
702	0.3929830376
703	0.3928880217
704	0.3927759913
705	0.3926970805
706	0.392612776
707	0.3925030916
708	0.392392225
709	0.3922842308
710	0.3921996269
711	0.3920986259
712	0.3920211718
713	0.3919288526
714	0.3918624469
715	0.3917368819
716	0.3916417872
717	0.3915296073
718	0.3914719562
719	0.3914406075
720	0.3913515029
721	0.3913014302
722	0.3912255134
723	0.3911401531
724	0.3910624962
725	0.3909382765
726	0.3908253597
727	0.3907214569
728	0.3906464959
729	0.390589471
730	0.390464275
731	0.3903317168
732	0.3902624789
733	0.3901934815
734	0.3901115962
735	0.3899862492
736	0.3899179774
737	0.3898244518
738	0.3897071358
739	0.3896571852
740	0.3895701561
741	0.3894718141
742	0.3893466254
743	0.3892964913
744	0.3891721544
745	0.3890806997
746	0.3889974656
747	0.388967131
748	0.3888249707
749	0.3887276921
750	0.3886291719
751	0.3885975799
752	0.3885142851
753	0.3884466439
754	0.3883390975
755	0.3882447287
756	0.3881375022
757	0.3881084455
758	0.388002862
759	0.3879210539
760	0.3878095062
761	0.3877027739
762	0.3876200101
763	0.3875205357
764	0.3874240296
765	0.3873064083
766	0.3871941352
767	0.3870783538
768	0.3869110608
769	0.3867993646
770	0.3867307177
771	0.3866655935
772	0.3865779552
773	0.3864724468
774	0.3863903214
775	0.3863098701
776	0.3862121704
777	0.3860870947
778	0.3860370435
779	0.3860114411
780	0.3859285022
781	0.3858397136
782	0.3857934086
783	0.3857114997
784	0.3856490892
785	0.385613521
786	0.3855579553
787	0.3854779604
788	0.3854143057
789	0.3853329079
790	0.3852266989
791	0.3851630271
792	0.3850310594
793	0.3849358392
794	0.3848352135
795	0.384738038
796	0.3846773057
797	0.3846581325
798	0.3845363552
799	0.3845211621
800	0.3844230623
801	0.3843012774
802	0.3841597147
803	0.3840948378
804	0.3839932503
805	0.3838884774
806	0.3837768645
807	0.3837046966
808	0.3836348828
809	0.383565815
810	0.3834811921
811	0.3834153815
812	0.3833147281
813	0.3832157669
814	0.3831319405
815	0.3829765081
816	0.3828804633
817	0.382771052
818	0.3826818362
819	0.3825799491
820	0.3824830271
821	0.3823876823
822	0.3822775186
823	0.3822528284
824	0.3821622521
825	0.382088889
826	0.3819793732
827	0.3819027119
828	0.3817999455
829	0.3817153082
830	0.3816525407
831	0.3816374342
832	0.3815387991
833	0.3814164132
834	0.3813449591
835	0.3812700692
836	0.3811817119
837	0.3810777687
838	0.3809336948
839	0.3807994014
840	0.3807544399
841	0.3806487329
842	0.3805746176
843	0.3804848353
844	0.3803812226
845	0.3802751331
846	0.3802015171
847	0.3801828924
848	0.3801469504
849	0.3800978033
850	0.3800193869
851	0.3799559221
852	0.3798782583
853	0.379827368
854	0.3797742361
855	0.3796871976
856	0.3796252479
857	0.379566131
858	0.3795049099
859	0.3794263255
860	0.3794054922
861	0.3793128124
862	0.3792419444
863	0.3791512484
864	0.3790734277
865	0.3789257143
866	0.3787967655
867	0.3786945064
868	0.3786071355
869	0.3785635994
870	0.3784510516
871	0.3783315842
872	0.3782681979
873	0.3782076951
874	0.3781144964
875	0.3780341358
876	0.3779532954
877	0.3778500901
878	0.3777587781
879	0.3776685903
880	0.3776491344
881	0.3775833584
882	0.3774899114
883	0.3774412609
884	0.3773108664
885	0.3772396508
886	0.3771745389
887	0.3770937897
888	0.3770293483
889	0.376940192
890	0.3768568662
891	0.3767842431
892	0.3767172614
893	0.3766085249
894	0.3765258112
895	0.3763809764
896	0.3762746006
897	0.3761945556
898	0.3760841806
899	0.3760322032
900	0.375947764
901	0.375812425
902	0.3757165698
903	0.3756194293
904	0.3755617608
905	0.3754742932
906	0.3753657788
907	0.3752824091
908	0.3752035554
909	0.3751439669
910	0.3750856351
911	0.3750027402
912	0.3749233036
913	0.3748943455
914	0.3747649413
915	0.3747063038
916	0.3746063451
917	0.3745142919
918	0.3744444439
919	0.3743040986
920	0.3742936817
921	0.3741953921
922	0.3741060449
923	0.3740249748
924	0.3739635683
925	0.3738932144
926	0.3737967078
927	0.3737123119
928	0.3735840152
929	0.3735345006
930	0.3734229462
931	0.3733429636
932	0.3732521314
933	0.3732073812
934	0.3731688866
935	0.3730765889
936	0.3729591039
937	0.3729075447
938	0.3728734689
939	0.3728556689
940	0.3727628305
941	0.3727034089
942	0.3726079736
943	0.3725398551
944	0.3724617327
945	0.3724174388
946	0.3723687968
947	0.3722390048
948	0.3721309666
949	0.3719884626
950	0.3718856387
951	0.3718056188
952	0.3717513684
953	0.371690839
954	0.3716373206
955	0.371538705
956	0.3714194497
957	0.3713811321
958	0.3713087858
959	0.3712190343
960	0.3711538358
961	0.3710575013
962	0.370982084
963	0.3708823499
964	0.3708583033
965	0.3707791662
966	0.3707363537
967	0.3706643329
968	0.3705792686
969	0.3704727495
970	0.3704045096
971	0.3703429443
972	0.3702791635
973	0.3701715431
974	0.3701360415
975	0.3700609581
976	0.3699895477
977	0.3699150093
978	0.3698194175
979	0.3697120067
980	0.3696529127
981	0.369606491
982	0.3695200628
983	0.3694372885
984	0.3693409009
985	0.3692226407
986	0.3691492105
987	0.3690830109
988	0.3690179681
989	0.3689123521
990	0.368782903
991	0.36872139
992	0.3686331115
993	0.3685969477
994	0.3684960267
995	0.3684207469
996	0.3683841821
997	0.3682288205
998	0.3681494799
999	0.3680563104
